cpu_profile,cpu_profile_scaling_threshold,memory_profile,memory_profile_scaling_threshold,replicas_profile,cpu_search,cpu_search_scaling_threshold,memory_search,memory_search_scaling_threshold,replicas_search,cpu_frontend,cpu_frontend_scaling_threshold,memory_frontend,memory_frontend_scaling_threshold,replicas_frontend,cpu_user,cpu_user_scaling_threshold,memory_user,memory_user_scaling_threshold,replicas_user,cpu_reservation,cpu_reservation_scaling_threshold,memory_reservation,memory_reservation_scaling_threshold,replicas_reservation,cpu_memcached-reserve,cpu_memcached-reserve_scaling_threshold,memory_memcached-reserve,memory_memcached-reserve_scaling_threshold,replicas_memcached-reserve,cpu_rate,cpu_rate_scaling_threshold,memory_rate,memory_rate_scaling_threshold,replicas_rate,cpu_memcached-profile,cpu_memcached-profile_scaling_threshold,memory_memcached-profile,memory_memcached-profile_scaling_threshold,replicas_memcached-profile,cpu_consul,cpu_consul_scaling_threshold,memory_consul,memory_consul_scaling_threshold,replicas_consul,cpu_jaeger,cpu_jaeger_scaling_threshold,memory_jaeger,memory_jaeger_scaling_threshold,replicas_jaeger,cpu_geo,cpu_geo_scaling_threshold,memory_geo,memory_geo_scaling_threshold,replicas_geo,cpu_memcached-rate,cpu_memcached-rate_scaling_threshold,memory_memcached-rate,memory_memcached-rate_scaling_threshold,replicas_memcached-rate,cpu_recommendation,cpu_recommendation_scaling_threshold,memory_recommendation,memory_recommendation_scaling_threshold,replicas_recommendation,time,total_rps," ('/recommendations','GET')_rps","('/recommendations','GET')_p95","('/recommendations','GET')_p99","('/recommendations','GET')_avg"," ('/user','POST')_rps","('/user','POST')_p95","('/user','POST')_p99","('/user','POST')_avg"," ('/hotels','GET')_rps","('/hotels','GET')_p95","('/hotels','GET')_p99","('/hotels','GET')_avg"," ('/reservation','POST')_rps","('/reservation','POST')_p95","('/reservation','POST')_p99","('/reservation','POST')_avg"
24.0,50.0,10.0,50.0,6.0,23.0,50.0,28.0,50.0,10.0,40.0,50.0,28.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,21.0,50.0,7.0,50.0,6.0,12.0,50.0,3.0,50.0,1.0,30.0,50.0,19.0,50.0,5.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,25.0,50.0,26.0,50.0,5.0,7.0,50.0,3.0,50.0,1.0,25.0,50.0,8.0,50.0,2.0,58m,428.5,168.2,11571.2,11886.0,6437.9,2.4,11571.9,11889.2,6442.4,255.5,11571.2,11886.3,6446.2,2.4,11570.2,11884.9,6465.2
17.0,50.0,10.0,50.0,6.0,16.0,50.0,28.0,50.0,10.0,39.0,50.0,30.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,14.0,50.0,8.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,18.0,50.0,19.0,50.0,5.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,17.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,58m,510.9,201.3,11571.1,11886.0,6430.4,2.9,11571.8,11888.8,6434.2,303.6,11571.1,11886.2,6438.8,3.2,11570.0,11884.9,6455.5
40.0,50.0,11.0,50.0,6.0,41.0,50.0,29.0,50.0,10.0,39.0,50.0,30.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,42.0,50.0,8.0,50.0,6.0,28.0,50.0,3.0,50.0,1.0,38.0,50.0,19.0,50.0,5.0,19.0,50.0,4.0,50.0,1.0,5.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,40.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,31.0,50.0,8.0,50.0,2.0,58m,1371.6,530.0,11570.7,11885.8,6420.8,6.6,11571.6,11888.4,6424.5,827.8,11570.7,11886.0,6429.0,7.2,11569.7,11884.7,6445.2
40.0,50.0,10.0,50.0,6.0,39.0,50.0,28.0,50.0,10.0,50.0,50.0,29.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,41.0,50.0,7.0,50.0,6.0,24.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,5.0,13.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,46.0,50.0,26.0,50.0,5.0,14.0,50.0,3.0,50.0,1.0,34.0,50.0,8.0,50.0,2.0,58m,2001.9,768.3,11570.0,11885.5,6417.2,10.1,11571.3,11887.9,6419.6,1214.3,11570.0,11885.7,6425.4,9.1,11568.9,11884.6,6443.8
16.0,50.0,10.0,50.0,6.0,13.0,50.0,28.0,50.0,10.0,28.0,50.0,28.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,13.0,50.0,19.0,50.0,5.0,6.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,13.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,59m,1034.3,402.8,11569.6,11885.2,6403.3,6.7,11571.0,11887.5,6401.7,618.5,11569.6,11885.6,6411.5,6.3,11568.4,11884.5,6426.8
15.0,50.0,10.0,50.0,6.0,14.0,50.0,28.0,50.0,10.0,44.0,50.0,28.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,13.0,50.0,18.0,50.0,5.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,12.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,59m,599.2,228.5,11569.4,11885.1,6394.7,2.7,11570.9,11887.3,6393.9,365.5,11569.4,11885.4,6402.6,2.6,11568.2,11884.5,6419.1
17.0,50.0,10.0,50.0,6.0,18.0,50.0,28.0,50.0,10.0,34.0,50.0,28.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,16.0,50.0,7.0,50.0,6.0,12.0,50.0,3.0,50.0,1.0,16.0,50.0,19.0,50.0,5.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,17.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,59m,552.1,219.5,11569.3,11884.9,6386.5,2.5,11570.8,11887.2,6386.5,327.2,11569.2,11885.3,6394.7,2.9,11568.0,11884.4,6410.7
14.0,50.0,10.0,50.0,6.0,15.0,50.0,28.0,50.0,10.0,34.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,14.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,15.0,50.0,18.0,50.0,5.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,15.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,13.0,50.0,7.0,50.0,2.0,59m,449.7,176.7,11569.1,11884.8,6380.2,2.6,11570.4,11887.1,6379.1,268.0,11569.1,11885.2,6388.4,2.3,11567.8,11884.4,6404.2
44.0,50.0,10.0,50.0,6.0,40.0,50.0,28.0,50.0,10.0,45.0,50.0,28.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,42.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,45.0,50.0,19.0,50.0,5.0,17.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,44.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,39.0,50.0,8.0,50.0,2.0,60m,477.6,186.0,11569.0,11884.7,6373.5,2.3,11570.3,11887.1,6373.0,286.5,11569.0,11885.1,6381.7,2.8,11567.6,11884.4,6396.4
27.0,50.0,10.0,50.0,6.0,25.0,50.0,28.0,50.0,10.0,39.0,50.0,28.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,29.0,50.0,7.0,50.0,6.0,15.0,50.0,3.0,50.0,1.0,31.0,50.0,19.0,50.0,5.0,8.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,25.0,50.0,25.0,50.0,5.0,11.0,50.0,3.0,50.0,1.0,21.0,50.0,8.0,50.0,2.0,60m,412.0,161.1,11568.8,11884.6,6367.9,2.1,11570.1,11887.0,6367.3,247.5,11568.8,11885.0,6376.1,1.3,11567.4,11884.4,6392.8
14.0,50.0,10.0,50.0,6.0,13.0,50.0,28.0,50.0,10.0,31.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,12.0,50.0,7.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,11.0,50.0,19.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,15.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,60m,1198.8,467.9,11568.4,11884.4,6355.7,6.1,11569.7,11887.0,6354.7,719.9,11568.4,11884.7,6363.9,4.9,11566.9,11884.3,6381.7
39.0,50.0,10.0,50.0,6.0,38.0,50.0,28.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,43.0,50.0,8.0,50.0,6.0,15.0,50.0,3.0,50.0,1.0,38.0,50.0,19.0,50.0,5.0,14.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,47.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,37.0,50.0,8.0,50.0,2.0,60m,2004.0,787.1,11567.6,11883.9,6350.3,10.4,11568.8,11886.5,6349.9,1196.7,11567.6,11884.2,6358.8,9.7,11565.2,11883.8,6376.3
20.0,50.0,10.0,50.0,6.0,20.0,50.0,28.0,50.0,10.0,37.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,19.0,50.0,7.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,20.0,50.0,19.0,50.0,5.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,22.0,50.0,26.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,19.0,50.0,8.0,50.0,2.0,61m,1186.0,471.9,11567.2,11883.7,6335.3,5.6,11568.5,11886.2,6335.6,703.3,11567.1,11884.0,6344.3,5.2,11564.0,11883.8,6363.6
17.0,50.0,10.0,50.0,6.0,16.0,50.0,28.0,50.0,10.0,35.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,15.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,17.0,50.0,19.0,50.0,5.0,6.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,18.0,50.0,26.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,61m,714.9,278.3,11566.8,11883.6,6325.0,4.1,11568.0,11885.9,6323.6,429.3,11566.8,11883.9,6333.9,3.2,11563.4,11883.8,6354.0
15.0,50.0,10.0,50.0,6.0,13.0,50.0,28.0,50.0,9.0,34.0,50.0,28.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,14.0,50.0,18.0,50.0,5.0,6.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,26.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,12.0,50.0,8.0,50.0,2.0,61m,597.3,229.1,11566.5,11883.5,6316.7,2.8,11567.5,11885.9,6315.7,362.4,11566.5,11883.8,6325.4,2.9,11563.1,11883.8,6345.8
14.0,50.0,10.0,50.0,6.0,15.0,50.0,28.0,50.0,9.0,34.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,14.0,50.0,7.0,50.0,6.0,6.0,50.0,3.0,50.0,1.0,13.0,50.0,16.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,12.0,50.0,25.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,12.0,50.0,8.0,50.0,2.0,61m,485.1,191.7,11566.2,11883.4,6309.9,2.7,11567.4,11885.9,6308.2,288.3,11566.2,11883.7,6318.8,2.5,11561.8,11883.8,6338.7
14.0,50.0,10.0,50.0,6.0,14.0,50.0,28.0,50.0,9.0,38.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,6.0,50.0,3.0,50.0,1.0,12.0,50.0,16.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,4.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,25.0,50.0,5.0,4.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,62m,465.4,182.1,11565.9,11883.3,6303.6,2.4,11567.3,11885.9,6301.9,278.6,11565.9,11883.6,6312.5,2.3,11561.3,11883.7,6332.5
41.0,50.0,10.0,50.0,6.0,37.0,50.0,29.0,50.0,9.0,38.0,50.0,31.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,37.0,50.0,8.0,50.0,6.0,28.0,50.0,3.0,50.0,1.0,35.0,50.0,17.0,50.0,5.0,13.0,50.0,4.0,50.0,1.0,4.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,33.0,50.0,25.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,36.0,50.0,8.0,50.0,2.0,62m,430.7,167.6,11565.7,11883.3,6297.8,2.3,11566.8,11885.8,6295.9,258.3,11565.6,11883.5,6306.7,2.5,11560.9,11883.7,6325.4
41.0,50.0,10.0,50.0,6.0,47.0,50.0,29.0,50.0,9.0,49.0,50.0,27.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,47.0,50.0,8.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,44.0,50.0,17.0,50.0,5.0,15.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,45.0,50.0,26.0,50.0,5.0,13.0,50.0,3.0,50.0,1.0,31.0,50.0,8.0,50.0,2.0,62m,1129.9,443.2,11564.8,11883.1,6286.2,4.9,11566.1,11885.8,6286.4,675.7,11564.7,11883.3,6295.1,6.1,11558.5,11883.5,6313.3
30.0,50.0,10.0,50.0,6.0,33.0,50.0,28.0,50.0,9.0,36.0,50.0,27.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,29.0,50.0,7.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,27.0,50.0,17.0,50.0,5.0,8.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,29.0,50.0,25.0,50.0,5.0,10.0,50.0,3.0,50.0,1.0,17.0,50.0,8.0,50.0,2.0,62m,1989.7,780.6,11562.4,11882.7,6280.5,9.1,11565.6,11885.4,6279.9,1189.5,11562.4,11883.0,6289.6,10.4,11555.5,11883.1,6307.7
21.0,50.0,10.0,50.0,6.0,22.0,50.0,28.0,50.0,9.0,33.0,50.0,27.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,19.0,50.0,7.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,21.0,50.0,17.0,50.0,5.0,8.0,50.0,4.0,50.0,1.0,7.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,19.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,15.0,50.0,8.0,50.0,2.0,63m,1176.0,464.1,11560.7,11882.5,6265.5,6.7,11563.4,11885.2,6262.9,700.1,11560.7,11882.8,6274.8,5.1,11553.3,11882.8,6294.6
16.0,50.0,10.0,50.0,6.0,16.0,50.0,29.0,50.0,9.0,40.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,15.0,50.0,7.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,17.0,50.0,17.0,50.0,5.0,6.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,15.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,15.0,50.0,8.0,50.0,2.0,63m,753.3,292.5,11559.3,11882.4,6255.1,2.9,11562.7,11885.1,6254.9,453.0,11559.2,11882.7,6264.4,4.9,11552.3,11882.5,6281.0
16.0,50.0,10.0,50.0,6.0,16.0,50.0,28.0,50.0,9.0,35.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,15.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,14.0,50.0,17.0,50.0,5.0,6.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,16.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,10.0,50.0,8.0,50.0,2.0,63m,546.7,212.1,11557.6,11882.3,6247.7,2.6,11561.0,11885.0,6248.2,329.5,11557.4,11882.6,6257.0,2.5,11551.8,11882.4,6273.7
26.0,50.0,10.0,50.0,6.0,31.0,50.0,29.0,50.0,9.0,49.0,50.0,28.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,32.0,50.0,8.0,50.0,6.0,20.0,50.0,3.0,50.0,1.0,35.0,50.0,17.0,50.0,5.0,11.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,33.0,50.0,25.0,50.0,5.0,14.0,50.0,3.0,50.0,1.0,39.0,50.0,8.0,50.0,2.0,64m,549.9,220.5,11556.3,11882.3,6240.0,2.7,11560.1,11884.9,6240.6,324.2,11556.4,11882.5,6249.6,2.5,11550.4,11882.4,6266.7
44.0,50.0,10.0,50.0,6.0,44.0,50.0,28.0,50.0,9.0,45.0,50.0,28.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,43.0,50.0,8.0,50.0,6.0,27.0,50.0,3.0,50.0,1.0,47.0,50.0,17.0,50.0,5.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,48.0,50.0,25.0,50.0,5.0,14.0,50.0,3.0,50.0,1.0,20.0,50.0,8.0,50.0,2.0,64m,499.1,193.7,11555.5,11882.2,6233.4,2.3,11558.5,11884.8,6234.4,300.4,11555.5,11882.5,6242.9,2.7,11550.0,11882.3,6259.1
13.0,50.0,10.0,50.0,6.0,14.0,50.0,28.0,50.0,9.0,31.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,12.0,50.0,17.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,12.0,50.0,25.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,10.0,50.0,8.0,50.0,2.0,64m,367.9,144.1,11555.0,11882.2,6228.7,1.8,11557.7,11884.8,6230.3,220.3,11555.0,11882.4,6238.3,1.7,11550.0,11882.3,6254.5
12.0,50.0,10.0,50.0,6.0,11.0,50.0,28.0,50.0,9.0,32.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,10.0,50.0,7.0,50.0,6.0,5.0,50.0,3.0,50.0,1.0,10.0,50.0,16.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,10.0,50.0,25.0,50.0,5.0,4.0,50.0,3.0,50.0,1.0,36.0,50.0,8.0,50.0,2.0,64m,795.1,311.3,11553.4,11882.1,6219.0,4.3,11557.3,11884.8,6219.4,476.0,11553.5,11882.3,6228.7,3.5,11549.7,11882.2,6245.6
31.0,50.0,10.0,50.0,6.0,34.0,50.0,29.0,50.0,9.0,30.0,50.0,27.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,24.0,50.0,8.0,50.0,6.0,13.0,50.0,3.0,50.0,1.0,27.0,50.0,17.0,50.0,5.0,11.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,28.0,50.0,25.0,50.0,5.0,8.0,50.0,3.0,50.0,1.0,16.0,50.0,8.0,50.0,2.0,65m,1989.5,771.7,11551.4,11881.8,6207.6,10.7,11553.0,11884.4,6207.4,1197.8,11551.5,11882.1,6217.2,9.3,11548.2,11882.1,6233.3
19.0,50.0,10.0,50.0,6.0,21.0,50.0,29.0,50.0,9.0,34.0,50.0,27.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,21.0,50.0,8.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,20.0,50.0,17.0,50.0,5.0,8.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,19.0,50.0,25.0,50.0,5.0,8.0,50.0,3.0,50.0,1.0,15.0,50.0,8.0,50.0,2.0,65m,1332.1,519.3,11550.3,11881.6,6193.0,5.1,11552.0,11884.2,6196.6,800.3,11550.4,11881.8,6202.6,7.3,11547.7,11882.0,6217.5
16.0,50.0,10.0,50.0,6.0,19.0,50.0,28.0,50.0,9.0,36.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,17.0,50.0,8.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,18.0,50.0,17.0,50.0,5.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,17.0,50.0,25.0,50.0,5.0,7.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,65m,684.9,263.8,11549.9,11881.5,6183.9,3.4,11551.8,11884.1,6187.3,413.8,11550.0,11881.7,6193.2,3.9,11547.4,11881.9,6206.6
15.0,50.0,10.0,50.0,6.0,15.0,50.0,28.0,50.0,9.0,30.0,50.0,27.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,14.0,50.0,16.0,50.0,5.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,12.0,50.0,8.0,50.0,2.0,65m,644.8,250.0,11549.6,11881.4,6175.3,3.9,11551.2,11883.7,6177.0,387.1,11549.6,11881.6,6184.5,3.8,11547.1,11881.8,6196.0
16.0,50.0,10.0,50.0,6.0,14.0,50.0,28.0,50.0,9.0,30.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,13.0,50.0,7.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,13.0,50.0,17.0,50.0,5.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,13.0,50.0,25.0,50.0,5.0,4.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,66m,504.2,197.7,11549.3,11881.4,6168.6,2.5,11551.1,11883.5,6170.5,300.8,11549.4,11881.6,6178.0,3.1,11546.9,11881.8,6187.8
13.0,50.0,10.0,50.0,6.0,14.0,50.0,28.0,50.0,9.0,34.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,11.0,50.0,7.0,50.0,6.0,6.0,50.0,3.0,50.0,1.0,11.0,50.0,17.0,50.0,5.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,25.0,50.0,5.0,5.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,66m,446.4,174.9,11549.1,11881.4,6163.0,2.0,11551.1,11883.3,6165.2,267.0,11549.1,11881.5,6172.4,2.5,11546.7,11881.8,6181.4
15.0,50.0,10.0,50.0,6.0,16.0,50.0,28.0,50.0,9.0,34.0,50.0,30.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,13.0,50.0,8.0,50.0,6.0,6.0,50.0,3.0,50.0,1.0,17.0,50.0,17.0,50.0,5.0,9.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,66m,449.0,170.8,11548.8,11881.3,6157.4,3.2,11550.7,11883.1,6157.4,273.0,11548.9,11881.5,6166.6,2.0,11546.4,11881.8,6176.3
40.0,50.0,10.0,50.0,6.0,40.0,50.0,29.0,50.0,9.0,34.0,50.0,30.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,42.0,50.0,8.0,50.0,6.0,15.0,50.0,3.0,50.0,1.0,37.0,50.0,17.0,50.0,5.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,38.0,50.0,25.0,50.0,5.0,6.0,50.0,3.0,50.0,1.0,38.0,50.0,8.0,50.0,2.0,66m,433.7,170.9,11548.7,11881.3,6151.9,2.3,11550.6,11882.9,6152.0,257.9,11548.7,11881.4,6161.2,2.7,11546.4,11881.8,6168.9
42.0,50.0,10.0,50.0,6.0,45.0,50.0,28.0,50.0,9.0,50.0,50.0,28.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,42.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,44.0,50.0,17.0,50.0,5.0,14.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,45.0,50.0,25.0,50.0,5.0,15.0,50.0,3.0,50.0,1.0,22.0,50.0,8.0,50.0,2.0,67m,1264.5,495.6,11548.1,11881.1,6142.5,5.1,11550.2,11882.9,6144.6,757.1,11548.2,11881.3,6152.0,6.7,11545.8,11881.3,6159.0
25.0,50.0,10.0,50.0,6.0,28.0,50.0,28.0,50.0,9.0,40.0,50.0,27.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,29.0,50.0,8.0,50.0,6.0,14.0,50.0,3.0,50.0,1.0,22.0,50.0,17.0,50.0,5.0,14.0,50.0,4.0,50.0,1.0,4.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,25.0,50.0,25.0,50.0,5.0,7.0,50.0,3.0,50.0,1.0,16.0,50.0,8.0,50.0,2.0,67m,2034.9,797.1,11547.0,11880.9,6140.2,11.1,11548.8,11882.5,6142.3,1215.3,11547.1,11881.1,6149.6,11.4,11544.5,11881.1,6156.0
16.0,50.0,10.0,50.0,6.0,19.0,50.0,28.0,50.0,9.0,37.0,50.0,27.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,17.0,50.0,7.0,50.0,6.0,8.0,50.0,3.0,50.0,1.0,18.0,50.0,16.0,50.0,5.0,8.0,50.0,4.0,50.0,1.0,3.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,16.0,50.0,25.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,13.0,50.0,7.0,50.0,2.0,67m,1098.8,425.8,11546.6,11880.8,6127.4,6.3,11548.4,11882.0,6129.5,661.3,11546.7,11881.0,6136.6,5.5,11543.6,11880.9,6142.6
