cpu_profile,cpu_profile_scaling_threshold,memory_profile,memory_profile_scaling_threshold,replicas_profile,cpu_search,cpu_search_scaling_threshold,memory_search,memory_search_scaling_threshold,replicas_search,cpu_frontend,cpu_frontend_scaling_threshold,memory_frontend,memory_frontend_scaling_threshold,replicas_frontend,cpu_user,cpu_user_scaling_threshold,memory_user,memory_user_scaling_threshold,replicas_user,cpu_reservation,cpu_reservation_scaling_threshold,memory_reservation,memory_reservation_scaling_threshold,replicas_reservation,cpu_memcached-reserve,cpu_memcached-reserve_scaling_threshold,memory_memcached-reserve,memory_memcached-reserve_scaling_threshold,replicas_memcached-reserve,cpu_rate,cpu_rate_scaling_threshold,memory_rate,memory_rate_scaling_threshold,replicas_rate,cpu_memcached-profile,cpu_memcached-profile_scaling_threshold,memory_memcached-profile,memory_memcached-profile_scaling_threshold,replicas_memcached-profile,cpu_consul,cpu_consul_scaling_threshold,memory_consul,memory_consul_scaling_threshold,replicas_consul,cpu_jaeger,cpu_jaeger_scaling_threshold,memory_jaeger,memory_jaeger_scaling_threshold,replicas_jaeger,cpu_geo,cpu_geo_scaling_threshold,memory_geo,memory_geo_scaling_threshold,replicas_geo,cpu_memcached-rate,cpu_memcached-rate_scaling_threshold,memory_memcached-rate,memory_memcached-rate_scaling_threshold,replicas_memcached-rate,cpu_recommendation,cpu_recommendation_scaling_threshold,memory_recommendation,memory_recommendation_scaling_threshold,replicas_recommendation,time,total_rps," ('/recommendations','GET')_rps","('/recommendations','GET')_p95","('/recommendations','GET')_p99","('/recommendations','GET')_avg"," ('/user','POST')_rps","('/user','POST')_p95","('/user','POST')_p99","('/user','POST')_avg"," ('/hotels','GET')_rps","('/hotels','GET')_p95","('/hotels','GET')_p99","('/hotels','GET')_avg"," ('/reservation','POST')_rps","('/reservation','POST')_p95","('/reservation','POST')_p99","('/reservation','POST')_avg"
49.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,4.0,50.0,6.0,50.0,1.0,49.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,51.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,43.0,50.0,8.0,50.0,2.0,28m,2016.9,798.0,11687.7,11936.6,8571.8,9.1,11686.0,11935.7,8571.8,1199.1,11687.7,11936.3,8579.1,10.7,11687.9,11936.6,8569.3
50.0,50.0,11.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,49.0,50.0,31.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,44.0,50.0,8.0,50.0,2.0,28m,2029.3,783.3,11686.3,11936.2,8542.7,9.8,11684.6,11935.6,8544.5,1226.0,11686.6,11936.0,8549.3,10.3,11685.9,11936.2,8539.2
49.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,32.0,50.0,4.0,4.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,44.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,53.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,43.0,50.0,8.0,50.0,2.0,29m,1981.5,761.3,11685.1,11935.9,8521.3,9.9,11684.0,11935.4,8522.5,1200.1,11685.2,11935.8,8527.4,10.2,11685.1,11935.7,8517.8
48.0,50.0,10.0,50.0,6.0,48.0,50.0,30.0,50.0,10.0,49.0,50.0,30.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,51.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,42.0,50.0,8.0,50.0,2.0,29m,2061.8,797.2,11683.9,11935.7,8492.9,11.3,11682.7,11935.0,8489.2,1243.0,11684.1,11935.5,8498.8,10.3,11683.8,11935.6,8491.0
49.0,50.0,11.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,32.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,41.0,50.0,8.0,50.0,2.0,29m,1965.7,765.5,11682.9,11935.5,8467.5,9.3,11681.1,11934.9,8465.5,1179.8,11683.1,11935.3,8473.4,11.1,11682.8,11935.6,8462.2
49.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,49.0,50.0,31.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,44.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,53.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,44.0,50.0,8.0,50.0,2.0,30m,2040.9,792.1,11681.7,11935.3,8436.7,8.9,11680.5,11934.6,8440.3,1229.3,11682.0,11935.1,8442.2,10.7,11681.4,11935.5,8431.1
49.0,50.0,10.0,50.0,6.0,46.0,50.0,29.0,50.0,10.0,50.0,50.0,28.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,44.0,50.0,19.0,50.0,6.0,19.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,25.0,50.0,5.0,18.0,50.0,3.0,50.0,1.0,43.0,50.0,9.0,50.0,2.0,30m,2016.7,793.9,11680.7,11935.0,8405.5,9.7,11679.9,11934.3,8412.2,1203.9,11680.8,11934.8,8411.4,9.1,11680.9,11935.4,8403.0
50.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,4.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,32.0,50.0,3.0,50.0,1.0,44.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,53.0,50.0,26.0,50.0,5.0,18.0,50.0,3.0,50.0,1.0,44.0,50.0,8.0,50.0,2.0,30m,2038.5,787.8,11679.5,11934.7,8376.5,9.4,11679.0,11934.3,8384.8,1232.8,11679.6,11934.5,8382.0,8.5,11680.1,11935.0,8379.3
50.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,30.0,50.0,4.0,4.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,45.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,43.0,50.0,8.0,50.0,2.0,30m,2001.8,774.9,11678.5,11934.5,8353.1,9.7,11678.3,11934.0,8361.3,1206.7,11678.6,11934.2,8358.3,10.4,11679.0,11934.9,8355.4
47.0,50.0,10.0,50.0,6.0,34.0,50.0,30.0,50.0,10.0,39.0,50.0,33.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,48.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,41.0,50.0,19.0,50.0,6.0,11.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,50.0,50.0,26.0,50.0,5.0,16.0,50.0,3.0,50.0,1.0,42.0,50.0,8.0,50.0,2.0,31m,1994.5,782.6,11677.3,11934.2,8321.7,10.5,11676.9,11933.8,8329.0,1190.6,11677.6,11933.9,8327.7,10.8,11677.1,11934.7,8320.3
32.0,50.0,10.0,50.0,6.0,39.0,50.0,29.0,50.0,10.0,39.0,50.0,33.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,28.0,50.0,8.0,50.0,6.0,16.0,50.0,3.0,50.0,1.0,27.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,31.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,27.0,50.0,8.0,50.0,2.0,31m,1396.5,542.7,11676.3,11934.0,8282.1,5.7,11675.8,11933.8,8296.2,841.1,11676.6,11933.7,8288.1,7.1,11676.2,11934.6,8280.1
43.0,50.0,10.0,50.0,6.0,47.0,50.0,29.0,50.0,10.0,50.0,50.0,30.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,42.0,50.0,8.0,50.0,6.0,26.0,50.0,3.0,50.0,1.0,37.0,50.0,20.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,46.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,34.0,50.0,8.0,50.0,2.0,31m,1415.9,547.1,11675.3,11933.8,8252.6,6.0,11674.8,11933.5,8270.7,856.0,11675.5,11933.5,8258.1,6.9,11675.3,11934.5,8253.3
48.0,50.0,10.0,50.0,6.0,36.0,50.0,29.0,50.0,10.0,50.0,50.0,28.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,49.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,31.0,50.0,19.0,50.0,6.0,10.0,50.0,3.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,51.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,42.0,50.0,8.0,50.0,2.0,31m,2004.8,787.8,11674.2,11933.4,8245.3,9.4,11673.4,11933.3,8263.2,1197.2,11674.5,11933.3,8250.7,10.4,11674.7,11934.2,8245.9
33.0,50.0,10.0,50.0,6.0,32.0,50.0,29.0,50.0,10.0,41.0,50.0,30.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,32.0,50.0,8.0,50.0,6.0,13.0,50.0,3.0,50.0,1.0,28.0,50.0,19.0,50.0,6.0,14.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,32.0,50.0,26.0,50.0,5.0,15.0,50.0,3.0,50.0,1.0,24.0,50.0,8.0,50.0,2.0,32m,1481.1,577.8,11673.3,11933.3,8208.1,7.6,11672.2,11933.3,8224.1,889.8,11673.5,11933.1,8213.4,5.9,11673.6,11933.6,8216.7
31.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,4.0,50.0,6.0,50.0,1.0,35.0,50.0,8.0,50.0,6.0,24.0,50.0,3.0,50.0,1.0,44.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,42.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,30.0,50.0,8.0,50.0,2.0,32m,1109.5,431.8,11672.2,11933.2,8175.5,5.6,11671.2,11933.1,8190.7,667.1,11672.5,11932.9,8180.8,5.0,11672.2,11933.5,8187.1
48.0,50.0,11.0,50.0,6.0,40.0,50.0,29.0,50.0,10.0,45.0,50.0,28.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,6.0,29.0,50.0,3.0,50.0,1.0,30.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,4.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,50.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,42.0,50.0,8.0,50.0,2.0,32m,1986.2,777.6,11670.4,11933.0,8155.4,9.1,11669.9,11932.7,8172.6,1191.0,11670.9,11932.7,8160.7,8.5,11671.7,11932.9,8169.8
40.0,50.0,10.0,50.0,6.0,25.0,50.0,29.0,50.0,10.0,41.0,50.0,33.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,38.0,50.0,7.0,50.0,6.0,15.0,50.0,3.0,50.0,1.0,22.0,50.0,19.0,50.0,6.0,11.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,38.0,50.0,26.0,50.0,5.0,12.0,50.0,3.0,50.0,1.0,30.0,50.0,8.0,50.0,2.0,32m,1834.0,709.9,11668.4,11932.7,8123.0,10.3,11667.4,11932.2,8137.6,1102.9,11669.3,11932.4,8128.5,10.8,11669.8,11932.6,8132.4
25.0,50.0,10.0,50.0,6.0,40.0,50.0,29.0,50.0,10.0,41.0,50.0,33.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,23.0,50.0,8.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,41.0,50.0,19.0,50.0,6.0,11.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,27.0,50.0,26.0,50.0,5.0,12.0,50.0,3.0,50.0,1.0,24.0,50.0,8.0,50.0,2.0,33m,845.5,328.2,11667.6,11932.6,8097.4,3.8,11665.6,11931.9,8114.5,509.9,11668.2,11932.3,8102.7,3.5,11669.1,11932.5,8110.9
42.0,50.0,11.0,50.0,6.0,46.0,50.0,29.0,50.0,10.0,50.0,50.0,30.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,48.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,42.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,5.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,41.0,50.0,26.0,50.0,5.0,12.0,50.0,3.0,50.0,1.0,46.0,50.0,8.0,50.0,2.0,33m,1531.6,604.9,11665.4,11932.4,8070.0,7.2,11663.7,11931.5,8087.8,912.5,11666.3,11932.0,8075.9,7.1,11667.0,11932.4,8084.6
47.0,50.0,10.0,50.0,6.0,32.0,50.0,29.0,50.0,10.0,46.0,50.0,28.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,46.0,50.0,8.0,50.0,6.0,25.0,50.0,3.0,50.0,1.0,27.0,50.0,19.0,50.0,6.0,14.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,49.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,38.0,50.0,9.0,50.0,2.0,33m,2015.2,789.7,11661.2,11932.0,8066.9,11.2,11660.7,11931.0,8082.5,1204.3,11663.0,11931.7,8072.9,10.1,11663.8,11932.2,8083.6
33.0,50.0,10.0,50.0,6.0,35.0,50.0,29.0,50.0,10.0,46.0,50.0,32.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,34.0,50.0,8.0,50.0,6.0,13.0,50.0,3.0,50.0,1.0,31.0,50.0,19.0,50.0,6.0,13.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,33.0,50.0,26.0,50.0,5.0,11.0,50.0,3.0,50.0,1.0,19.0,50.0,8.0,50.0,2.0,33m,1404.1,549.6,11657.0,11931.7,8035.5,6.9,11654.8,11930.8,8051.8,841.3,11659.2,11931.5,8042.0,6.3,11661.8,11932.1,8057.3
28.0,50.0,10.0,50.0,6.0,44.0,50.0,29.0,50.0,10.0,48.0,50.0,31.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,22.0,50.0,8.0,50.0,6.0,13.0,50.0,3.0,50.0,1.0,40.0,50.0,19.0,50.0,6.0,14.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,23.0,50.0,25.0,50.0,5.0,8.0,50.0,3.0,50.0,1.0,21.0,50.0,8.0,50.0,2.0,34m,1114.3,434.7,11653.6,11931.6,8006.0,5.5,11653.1,11930.7,8022.6,670.1,11656.3,11931.3,8012.5,4.0,11659.6,11931.9,8037.3
34.0,50.0,10.0,50.0,6.0,23.0,50.0,29.0,50.0,10.0,40.0,50.0,28.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,34.0,50.0,7.0,50.0,6.0,25.0,50.0,3.0,50.0,1.0,22.0,50.0,19.0,50.0,6.0,9.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,36.0,50.0,26.0,50.0,5.0,12.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,34m,2003.3,786.7,11649.2,11931.2,7983.7,8.9,11650.0,11930.5,8005.9,1198.3,11650.8,11931.0,7990.6,9.3,11655.3,11931.5,8017.8
35.0,50.0,10.0,50.0,6.0,47.0,50.0,29.0,50.0,10.0,50.0,50.0,29.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,33.0,50.0,8.0,50.0,6.0,13.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,37.0,50.0,26.0,50.0,5.0,12.0,50.0,3.0,50.0,1.0,39.0,50.0,8.0,50.0,2.0,34m,1672.0,656.7,11646.3,11931.0,7944.4,10.1,11645.0,11930.3,7960.7,997.5,11648.0,11930.8,7951.9,7.7,11650.3,11931.2,7981.6
48.0,50.0,10.0,50.0,6.0,32.0,50.0,29.0,50.0,10.0,41.0,50.0,28.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,49.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,30.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,26.0,50.0,5.0,18.0,50.0,3.0,50.0,1.0,42.0,50.0,8.0,50.0,2.0,34m,837.3,325.5,11645.5,11930.9,7920.7,3.5,11644.2,11930.3,7940.6,502.7,11646.8,11930.7,7928.1,5.6,11649.7,11931.1,7949.4
38.0,50.0,10.0,50.0,6.0,45.0,50.0,29.0,50.0,10.0,50.0,50.0,30.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,43.0,50.0,8.0,50.0,6.0,22.0,50.0,3.0,50.0,1.0,40.0,50.0,19.0,50.0,6.0,19.0,50.0,3.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,47.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,30.0,50.0,8.0,50.0,2.0,35m,1463.5,573.3,11644.0,11930.7,7893.4,7.5,11642.5,11930.2,7913.3,875.3,11645.1,11930.5,7901.1,7.4,11649.4,11930.9,7921.2
47.0,50.0,11.0,50.0,6.0,29.0,50.0,29.0,50.0,10.0,43.0,50.0,28.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,46.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,23.0,50.0,19.0,50.0,6.0,10.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,46.0,50.0,26.0,50.0,5.0,16.0,50.0,3.0,50.0,1.0,43.0,50.0,9.0,50.0,2.0,35m,2014.5,785.5,11642.3,11930.4,7885.6,10.5,11641.3,11929.9,7905.4,1207.9,11643.1,11930.2,7893.6,10.6,11644.8,11930.3,7913.5
30.0,50.0,10.0,50.0,6.0,30.0,50.0,29.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,32.0,50.0,8.0,50.0,6.0,19.0,50.0,3.0,50.0,1.0,25.0,50.0,19.0,50.0,6.0,12.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,27.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,25.0,50.0,8.0,50.0,2.0,35m,1354.7,531.9,11641.5,11930.2,7857.0,7.8,11640.2,11929.5,7872.6,808.3,11642.1,11930.0,7865.3,6.7,11643.2,11930.2,7886.9
30.0,50.0,10.0,50.0,6.0,48.0,50.0,29.0,50.0,10.0,50.0,50.0,28.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,28.0,50.0,8.0,50.0,6.0,17.0,50.0,3.0,50.0,1.0,42.0,50.0,19.0,50.0,6.0,20.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,35.0,50.0,25.0,50.0,5.0,16.0,50.0,3.0,50.0,1.0,31.0,50.0,8.0,50.0,2.0,35m,907.3,361.0,11641.0,11930.1,7831.6,5.1,11639.5,11929.3,7844.7,536.9,11641.6,11929.9,7840.9,4.3,11642.6,11930.2,7863.0
40.0,50.0,11.0,50.0,6.0,45.0,50.0,29.0,50.0,10.0,50.0,50.0,30.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,39.0,50.0,8.0,50.0,6.0,28.0,50.0,3.0,50.0,1.0,43.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,41.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,40.0,50.0,8.0,50.0,2.0,36m,2038.6,796.8,11639.9,11929.7,7804.4,9.4,11638.5,11929.1,7820.3,1222.0,11640.4,11929.6,7813.8,10.4,11641.3,11930.1,7836.1
49.0,50.0,10.0,50.0,6.0,38.0,50.0,29.0,50.0,10.0,37.0,50.0,28.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,48.0,50.0,8.0,50.0,6.0,30.0,50.0,3.0,50.0,1.0,36.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,50.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,44.0,50.0,8.0,50.0,2.0,36m,1865.5,731.6,11638.8,11929.4,7776.9,10.7,11637.4,11928.9,7785.9,1113.9,11639.3,11929.4,7786.0,9.3,11640.3,11929.9,7807.7
41.0,50.0,10.0,50.0,6.0,24.0,50.0,29.0,50.0,10.0,41.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,41.0,50.0,8.0,50.0,6.0,17.0,50.0,3.0,50.0,1.0,21.0,50.0,19.0,50.0,6.0,9.0,50.0,3.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,41.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,29.0,50.0,8.0,50.0,2.0,36m,880.2,337.4,11638.3,11929.3,7753.8,3.9,11637.1,11928.8,7765.2,534.5,11638.9,11929.3,7762.2,4.5,11640.0,11929.9,7784.0
23.0,50.0,10.0,50.0,6.0,40.0,50.0,29.0,50.0,10.0,50.0,50.0,34.0,50.0,4.0,3.0,50.0,5.0,50.0,1.0,23.0,50.0,8.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,32.0,50.0,19.0,50.0,6.0,13.0,50.0,4.0,50.0,1.0,3.0,50.0,35.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,27.0,50.0,26.0,50.0,5.0,9.0,50.0,3.0,50.0,1.0,20.0,50.0,8.0,50.0,2.0,36m,1276.2,499.3,11637.7,11929.1,7728.0,6.4,11636.7,11928.7,7737.4,764.1,11638.2,11929.1,7736.6,6.3,11639.3,11929.8,7758.2
24.0,50.0,10.0,50.0,6.0,42.0,50.0,29.0,50.0,10.0,50.0,50.0,31.0,50.0,4.0,3.0,50.0,6.0,50.0,1.0,23.0,50.0,8.0,50.0,6.0,14.0,50.0,3.0,50.0,1.0,37.0,50.0,19.0,50.0,6.0,18.0,50.0,4.0,50.0,1.0,4.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,22.0,50.0,26.0,50.0,5.0,8.0,50.0,3.0,50.0,1.0,18.0,50.0,8.0,50.0,2.0,37m,2027.7,795.6,11636.8,11928.8,7722.9,10.3,11636.0,11928.2,7732.3,1213.0,11637.2,11928.7,7731.2,8.8,11638.7,11929.4,7754.0
41.0,50.0,10.0,50.0,6.0,45.0,50.0,29.0,50.0,10.0,50.0,50.0,28.0,50.0,4.0,4.0,50.0,5.0,50.0,1.0,41.0,50.0,8.0,50.0,6.0,31.0,50.0,3.0,50.0,1.0,40.0,50.0,19.0,50.0,6.0,19.0,50.0,4.0,50.0,1.0,3.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,44.0,50.0,26.0,50.0,5.0,13.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,37m,1538.5,603.2,11636.4,11928.5,7691.5,7.5,11635.4,11927.8,7702.7,920.4,11636.7,11928.5,7700.1,7.4,11637.6,11929.2,7724.1
48.0,50.0,10.0,50.0,6.0,37.0,50.0,29.0,50.0,10.0,40.0,50.0,27.0,50.0,4.0,2.0,50.0,6.0,50.0,1.0,48.0,50.0,8.0,50.0,6.0,26.0,50.0,3.0,50.0,1.0,24.0,50.0,19.0,50.0,6.0,14.0,50.0,3.0,50.0,1.0,3.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,52.0,50.0,26.0,50.0,5.0,17.0,50.0,3.0,50.0,1.0,43.0,50.0,8.0,50.0,2.0,37m,745.5,286.7,11636.2,11928.4,7672.7,3.7,11634.9,11927.6,7683.9,451.3,11636.5,11928.4,7680.9,3.8,11636.9,11929.0,7704.1
30.0,50.0,10.0,50.0,6.0,23.0,50.0,29.0,50.0,10.0,38.0,50.0,28.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,36.0,50.0,8.0,50.0,6.0,11.0,50.0,3.0,50.0,1.0,20.0,50.0,19.0,50.0,6.0,6.0,50.0,3.0,50.0,1.0,3.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,36.0,50.0,26.0,50.0,5.0,15.0,50.0,3.0,50.0,1.0,27.0,50.0,8.0,50.0,2.0,37m,1448.9,559.2,11635.7,11928.3,7651.6,7.0,11634.4,11927.5,7661.7,874.9,11636.0,11928.1,7659.5,7.8,11636.1,11928.8,7681.2
