total_rps:1981.5; ('/recommendations','GET')_rps:761.3;('/recommendations','GET')_p95:11685.1;('/recommendations','GET')_p99:11935.9;('/recommendations','GET')_avg:8521.3; ('/user','POST')_rps:9.9;('/user','POST')_p95:11684.0;('/user','POST')_p99:11935.4;('/user','POST')_avg:8522.5; ('/hotels','GET')_rps:1200.1;('/hotels','GET')_p95:11685.2;('/hotels','GET')_p99:11935.8;('/hotels','GET')_avg:8527.4; ('/reservation','POST')_rps:10.2;('/reservation','POST')_p95:11685.1;('/reservation','POST')_p99:11935.7;('/reservation','POST')_avg:8517.8
total_rps:2061.8; ('/recommendations','GET')_rps:797.2;('/recommendations','GET')_p95:11683.9;('/recommendations','GET')_p99:11935.7;('/recommendations','GET')_avg:8492.9; ('/user','POST')_rps:11.3;('/user','POST')_p95:11682.7;('/user','POST')_p99:11935.0;('/user','POST')_avg:8489.2; ('/hotels','GET')_rps:1243.0;('/hotels','GET')_p95:11684.1;('/hotels','GET')_p99:11935.5;('/hotels','GET')_avg:8498.8; ('/reservation','POST')_rps:10.3;('/reservation','POST')_p95:11683.8;('/reservation','POST')_p99:11935.6;('/reservation','POST')_avg:8491.0
total_rps:1965.7; ('/recommendations','GET')_rps:765.5;('/recommendations','GET')_p95:11682.9;('/recommendations','GET')_p99:11935.5;('/recommendations','GET')_avg:8467.5; ('/user','POST')_rps:9.3;('/user','POST')_p95:11681.1;('/user','POST')_p99:11934.9;('/user','POST')_avg:8465.5; ('/hotels','GET')_rps:1179.8;('/hotels','GET')_p95:11683.1;('/hotels','GET')_p99:11935.3;('/hotels','GET')_avg:8473.4; ('/reservation','POST')_rps:11.1;('/reservation','POST')_p95:11682.8;('/reservation','POST')_p99:11935.6;('/reservation','POST')_avg:8462.2
total_rps:2040.9; ('/recommendations','GET')_rps:792.1;('/recommendations','GET')_p95:11681.7;('/recommendations','GET')_p99:11935.3;('/recommendations','GET')_avg:8436.7; ('/user','POST')_rps:8.9;('/user','POST')_p95:11680.5;('/user','POST')_p99:11934.6;('/user','POST')_avg:8440.3; ('/hotels','GET')_rps:1229.3;('/hotels','GET')_p95:11682.0;('/hotels','GET')_p99:11935.1;('/hotels','GET')_avg:8442.2; ('/reservation','POST')_rps:10.7;('/reservation','POST')_p95:11681.4;('/reservation','POST')_p99:11935.5;('/reservation','POST')_avg:8431.1
total_rps:2016.7; ('/recommendations','GET')_rps:793.9;('/recommendations','GET')_p95:11680.7;('/recommendations','GET')_p99:11935.0;('/recommendations','GET')_avg:8405.5; ('/user','POST')_rps:9.7;('/user','POST')_p95:11679.9;('/user','POST')_p99:11934.3;('/user','POST')_avg:8412.2; ('/hotels','GET')_rps:1203.9;('/hotels','GET')_p95:11680.8;('/hotels','GET')_p99:11934.8;('/hotels','GET')_avg:8411.4; ('/reservation','POST')_rps:9.1;('/reservation','POST')_p95:11680.9;('/reservation','POST')_p99:11935.4;('/reservation','POST')_avg:8403.0
total_rps:2038.5; ('/recommendations','GET')_rps:787.8;('/recommendations','GET')_p95:11679.5;('/recommendations','GET')_p99:11934.7;('/recommendations','GET')_avg:8376.5; ('/user','POST')_rps:9.4;('/user','POST')_p95:11679.0;('/user','POST')_p99:11934.3;('/user','POST')_avg:8384.8; ('/hotels','GET')_rps:1232.8;('/hotels','GET')_p95:11679.6;('/hotels','GET')_p99:11934.5;('/hotels','GET')_avg:8382.0; ('/reservation','POST')_rps:8.5;('/reservation','POST')_p95:11680.1;('/reservation','POST')_p99:11935.0;('/reservation','POST')_avg:8379.3
total_rps:2001.8; ('/recommendations','GET')_rps:774.9;('/recommendations','GET')_p95:11678.5;('/recommendations','GET')_p99:11934.5;('/recommendations','GET')_avg:8353.1; ('/user','POST')_rps:9.7;('/user','POST')_p95:11678.3;('/user','POST')_p99:11934.0;('/user','POST')_avg:8361.3; ('/hotels','GET')_rps:1206.7;('/hotels','GET')_p95:11678.6;('/hotels','GET')_p99:11934.2;('/hotels','GET')_avg:8358.3; ('/reservation','POST')_rps:10.4;('/reservation','POST')_p95:11679.0;('/reservation','POST')_p99:11934.9;('/reservation','POST')_avg:8355.4
total_rps:1994.5; ('/recommendations','GET')_rps:782.6;('/recommendations','GET')_p95:11677.3;('/recommendations','GET')_p99:11934.2;('/recommendations','GET')_avg:8321.7; ('/user','POST')_rps:10.5;('/user','POST')_p95:11676.9;('/user','POST')_p99:11933.8;('/user','POST')_avg:8329.0; ('/hotels','GET')_rps:1190.6;('/hotels','GET')_p95:11677.6;('/hotels','GET')_p99:11933.9;('/hotels','GET')_avg:8327.7; ('/reservation','POST')_rps:10.8;('/reservation','POST')_p95:11677.1;('/reservation','POST')_p99:11934.7;('/reservation','POST')_avg:8320.3
total_rps:1396.5; ('/recommendations','GET')_rps:542.7;('/recommendations','GET')_p95:11676.3;('/recommendations','GET')_p99:11934.0;('/recommendations','GET')_avg:8282.1; ('/user','POST')_rps:5.7;('/user','POST')_p95:11675.8;('/user','POST')_p99:11933.8;('/user','POST')_avg:8296.2; ('/hotels','GET')_rps:841.1;('/hotels','GET')_p95:11676.6;('/hotels','GET')_p99:11933.7;('/hotels','GET')_avg:8288.1; ('/reservation','POST')_rps:7.1;('/reservation','POST')_p95:11676.2;('/reservation','POST')_p99:11934.6;('/reservation','POST')_avg:8280.1
total_rps:1415.9; ('/recommendations','GET')_rps:547.1;('/recommendations','GET')_p95:11675.3;('/recommendations','GET')_p99:11933.8;('/recommendations','GET')_avg:8252.6; ('/user','POST')_rps:6.0;('/user','POST')_p95:11674.8;('/user','POST')_p99:11933.5;('/user','POST')_avg:8270.7; ('/hotels','GET')_rps:856.0;('/hotels','GET')_p95:11675.5;('/hotels','GET')_p99:11933.5;('/hotels','GET')_avg:8258.1; ('/reservation','POST')_rps:6.9;('/reservation','POST')_p95:11675.3;('/reservation','POST')_p99:11934.5;('/reservation','POST')_avg:8253.3
total_rps:2004.8; ('/recommendations','GET')_rps:787.8;('/recommendations','GET')_p95:11674.2;('/recommendations','GET')_p99:11933.4;('/recommendations','GET')_avg:8245.3; ('/user','POST')_rps:9.4;('/user','POST')_p95:11673.4;('/user','POST')_p99:11933.3;('/user','POST')_avg:8263.2; ('/hotels','GET')_rps:1197.2;('/hotels','GET')_p95:11674.5;('/hotels','GET')_p99:11933.3;('/hotels','GET')_avg:8250.7; ('/reservation','POST')_rps:10.4;('/reservation','POST')_p95:11674.7;('/reservation','POST')_p99:11934.2;('/reservation','POST')_avg:8245.9
total_rps:1481.1; ('/recommendations','GET')_rps:577.8;('/recommendations','GET')_p95:11673.3;('/recommendations','GET')_p99:11933.3;('/recommendations','GET')_avg:8208.1; ('/user','POST')_rps:7.6;('/user','POST')_p95:11672.2;('/user','POST')_p99:11933.3;('/user','POST')_avg:8224.1; ('/hotels','GET')_rps:889.8;('/hotels','GET')_p95:11673.5;('/hotels','GET')_p99:11933.1;('/hotels','GET')_avg:8213.4; ('/reservation','POST')_rps:5.9;('/reservation','POST')_p95:11673.6;('/reservation','POST')_p99:11933.6;('/reservation','POST')_avg:8216.7
total_rps:1109.5; ('/recommendations','GET')_rps:431.8;('/recommendations','GET')_p95:11672.2;('/recommendations','GET')_p99:11933.2;('/recommendations','GET')_avg:8175.5; ('/user','POST')_rps:5.6;('/user','POST')_p95:11671.2;('/user','POST')_p99:11933.1;('/user','POST')_avg:8190.7; ('/hotels','GET')_rps:667.1;('/hotels','GET')_p95:11672.5;('/hotels','GET')_p99:11932.9;('/hotels','GET')_avg:8180.8; ('/reservation','POST')_rps:5.0;('/reservation','POST')_p95:11672.2;('/reservation','POST')_p99:11933.5;('/reservation','POST')_avg:8187.1
total_rps:1986.2; ('/recommendations','GET')_rps:777.6;('/recommendations','GET')_p95:11670.4;('/recommendations','GET')_p99:11933.0;('/recommendations','GET')_avg:8155.4; ('/user','POST')_rps:9.1;('/user','POST')_p95:11669.9;('/user','POST')_p99:11932.7;('/user','POST')_avg:8172.6; ('/hotels','GET')_rps:1191.0;('/hotels','GET')_p95:11670.9;('/hotels','GET')_p99:11932.7;('/hotels','GET')_avg:8160.7; ('/reservation','POST')_rps:8.5;('/reservation','POST')_p95:11671.7;('/reservation','POST')_p99:11932.9;('/reservation','POST')_avg:8169.8
total_rps:1834.0; ('/recommendations','GET')_rps:709.9;('/recommendations','GET')_p95:11668.4;('/recommendations','GET')_p99:11932.7;('/recommendations','GET')_avg:8123.0; ('/user','POST')_rps:10.3;('/user','POST')_p95:11667.4;('/user','POST')_p99:11932.2;('/user','POST')_avg:8137.6; ('/hotels','GET')_rps:1102.9;('/hotels','GET')_p95:11669.3;('/hotels','GET')_p99:11932.4;('/hotels','GET')_avg:8128.5; ('/reservation','POST')_rps:10.8;('/reservation','POST')_p95:11669.8;('/reservation','POST')_p99:11932.6;('/reservation','POST')_avg:8132.4
total_rps:845.5; ('/recommendations','GET')_rps:328.2;('/recommendations','GET')_p95:11667.6;('/recommendations','GET')_p99:11932.6;('/recommendations','GET')_avg:8097.4; ('/user','POST')_rps:3.8;('/user','POST')_p95:11665.6;('/user','POST')_p99:11931.9;('/user','POST')_avg:8114.5; ('/hotels','GET')_rps:509.9;('/hotels','GET')_p95:11668.2;('/hotels','GET')_p99:11932.3;('/hotels','GET')_avg:8102.7; ('/reservation','POST')_rps:3.5;('/reservation','POST')_p95:11669.1;('/reservation','POST')_p99:11932.5;('/reservation','POST')_avg:8110.9
total_rps:1531.6; ('/recommendations','GET')_rps:604.9;('/recommendations','GET')_p95:11665.4;('/recommendations','GET')_p99:11932.4;('/recommendations','GET')_avg:8070.0; ('/user','POST')_rps:7.2;('/user','POST')_p95:11663.7;('/user','POST')_p99:11931.5;('/user','POST')_avg:8087.8; ('/hotels','GET')_rps:912.5;('/hotels','GET')_p95:11666.3;('/hotels','GET')_p99:11932.0;('/hotels','GET')_avg:8075.9; ('/reservation','POST')_rps:7.1;('/reservation','POST')_p95:11667.0;('/reservation','POST')_p99:11932.4;('/reservation','POST')_avg:8084.6
total_rps:2015.2; ('/recommendations','GET')_rps:789.7;('/recommendations','GET')_p95:11661.2;('/recommendations','GET')_p99:11932.0;('/recommendations','GET')_avg:8066.9; ('/user','POST')_rps:11.2;('/user','POST')_p95:11660.7;('/user','POST')_p99:11931.0;('/user','POST')_avg:8082.5; ('/hotels','GET')_rps:1204.3;('/hotels','GET')_p95:11663.0;('/hotels','GET')_p99:11931.7;('/hotels','GET')_avg:8072.9; ('/reservation','POST')_rps:10.1;('/reservation','POST')_p95:11663.8;('/reservation','POST')_p99:11932.2;('/reservation','POST')_avg:8083.6
total_rps:1404.1; ('/recommendations','GET')_rps:549.6;('/recommendations','GET')_p95:11657.0;('/recommendations','GET')_p99:11931.7;('/recommendations','GET')_avg:8035.5; ('/user','POST')_rps:6.9;('/user','POST')_p95:11654.8;('/user','POST')_p99:11930.8;('/user','POST')_avg:8051.8; ('/hotels','GET')_rps:841.3;('/hotels','GET')_p95:11659.2;('/hotels','GET')_p99:11931.5;('/hotels','GET')_avg:8042.0; ('/reservation','POST')_rps:6.3;('/reservation','POST')_p95:11661.8;('/reservation','POST')_p99:11932.1;('/reservation','POST')_avg:8057.3
total_rps:1114.3; ('/recommendations','GET')_rps:434.7;('/recommendations','GET')_p95:11653.6;('/recommendations','GET')_p99:11931.6;('/recommendations','GET')_avg:8006.0; ('/user','POST')_rps:5.5;('/user','POST')_p95:11653.1;('/user','POST')_p99:11930.7;('/user','POST')_avg:8022.6; ('/hotels','GET')_rps:670.1;('/hotels','GET')_p95:11656.3;('/hotels','GET')_p99:11931.3;('/hotels','GET')_avg:8012.5; ('/reservation','POST')_rps:4.0;('/reservation','POST')_p95:11659.6;('/reservation','POST')_p99:11931.9;('/reservation','POST')_avg:8037.3
total_rps:2003.3; ('/recommendations','GET')_rps:786.7;('/recommendations','GET')_p95:11649.2;('/recommendations','GET')_p99:11931.2;('/recommendations','GET')_avg:7983.7; ('/user','POST')_rps:8.9;('/user','POST')_p95:11650.0;('/user','POST')_p99:11930.5;('/user','POST')_avg:8005.9; ('/hotels','GET')_rps:1198.3;('/hotels','GET')_p95:11650.8;('/hotels','GET')_p99:11931.0;('/hotels','GET')_avg:7990.6; ('/reservation','POST')_rps:9.3;('/reservation','POST')_p95:11655.3;('/reservation','POST')_p99:11931.5;('/reservation','POST')_avg:8017.8
total_rps:1672.0; ('/recommendations','GET')_rps:656.7;('/recommendations','GET')_p95:11646.3;('/recommendations','GET')_p99:11931.0;('/recommendations','GET')_avg:7944.4; ('/user','POST')_rps:10.1;('/user','POST')_p95:11645.0;('/user','POST')_p99:11930.3;('/user','POST')_avg:7960.7; ('/hotels','GET')_rps:997.5;('/hotels','GET')_p95:11648.0;('/hotels','GET')_p99:11930.8;('/hotels','GET')_avg:7951.9; ('/reservation','POST')_rps:7.7;('/reservation','POST')_p95:11650.3;('/reservation','POST')_p99:11931.2;('/reservation','POST')_avg:7981.6
total_rps:837.3; ('/recommendations','GET')_rps:325.5;('/recommendations','GET')_p95:11645.5;('/recommendations','GET')_p99:11930.9;('/recommendations','GET')_avg:7920.7; ('/user','POST')_rps:3.5;('/user','POST')_p95:11644.2;('/user','POST')_p99:11930.3;('/user','POST')_avg:7940.6; ('/hotels','GET')_rps:502.7;('/hotels','GET')_p95:11646.8;('/hotels','GET')_p99:11930.7;('/hotels','GET')_avg:7928.1; ('/reservation','POST')_rps:5.6;('/reservation','POST')_p95:11649.7;('/reservation','POST')_p99:11931.1;('/reservation','POST')_avg:7949.4
total_rps:1463.5; ('/recommendations','GET')_rps:573.3;('/recommendations','GET')_p95:11644.0;('/recommendations','GET')_p99:11930.7;('/recommendations','GET')_avg:7893.4; ('/user','POST')_rps:7.5;('/user','POST')_p95:11642.5;('/user','POST')_p99:11930.2;('/user','POST')_avg:7913.3; ('/hotels','GET')_rps:875.3;('/hotels','GET')_p95:11645.1;('/hotels','GET')_p99:11930.5;('/hotels','GET')_avg:7901.1; ('/reservation','POST')_rps:7.4;('/reservation','POST')_p95:11649.4;('/reservation','POST')_p99:11930.9;('/reservation','POST')_avg:7921.2
total_rps:2014.5; ('/recommendations','GET')_rps:785.5;('/recommendations','GET')_p95:11642.3;('/recommendations','GET')_p99:11930.4;('/recommendations','GET')_avg:7885.6; ('/user','POST')_rps:10.5;('/user','POST')_p95:11641.3;('/user','POST')_p99:11929.9;('/user','POST')_avg:7905.4; ('/hotels','GET')_rps:1207.9;('/hotels','GET')_p95:11643.1;('/hotels','GET')_p99:11930.2;('/hotels','GET')_avg:7893.6; ('/reservation','POST')_rps:10.6;('/reservation','POST')_p95:11644.8;('/reservation','POST')_p99:11930.3;('/reservation','POST')_avg:7913.5
total_rps:1354.7; ('/recommendations','GET')_rps:531.9;('/recommendations','GET')_p95:11641.5;('/recommendations','GET')_p99:11930.2;('/recommendations','GET')_avg:7857.0; ('/user','POST')_rps:7.8;('/user','POST')_p95:11640.2;('/user','POST')_p99:11929.5;('/user','POST')_avg:7872.6; ('/hotels','GET')_rps:808.3;('/hotels','GET')_p95:11642.1;('/hotels','GET')_p99:11930.0;('/hotels','GET')_avg:7865.3; ('/reservation','POST')_rps:6.7;('/reservation','POST')_p95:11643.2;('/reservation','POST')_p99:11930.2;('/reservation','POST')_avg:7886.9
total_rps:907.3; ('/recommendations','GET')_rps:361.0;('/recommendations','GET')_p95:11641.0;('/recommendations','GET')_p99:11930.1;('/recommendations','GET')_avg:7831.6; ('/user','POST')_rps:5.1;('/user','POST')_p95:11639.5;('/user','POST')_p99:11929.3;('/user','POST')_avg:7844.7; ('/hotels','GET')_rps:536.9;('/hotels','GET')_p95:11641.6;('/hotels','GET')_p99:11929.9;('/hotels','GET')_avg:7840.9; ('/reservation','POST')_rps:4.3;('/reservation','POST')_p95:11642.6;('/reservation','POST')_p99:11930.2;('/reservation','POST')_avg:7863.0
total_rps:2038.6; ('/recommendations','GET')_rps:796.8;('/recommendations','GET')_p95:11639.9;('/recommendations','GET')_p99:11929.7;('/recommendations','GET')_avg:7804.4; ('/user','POST')_rps:9.4;('/user','POST')_p95:11638.5;('/user','POST')_p99:11929.1;('/user','POST')_avg:7820.3; ('/hotels','GET')_rps:1222.0;('/hotels','GET')_p95:11640.4;('/hotels','GET')_p99:11929.6;('/hotels','GET')_avg:7813.8; ('/reservation','POST')_rps:10.4;('/reservation','POST')_p95:11641.3;('/reservation','POST')_p99:11930.1;('/reservation','POST')_avg:7836.1
total_rps:1865.5; ('/recommendations','GET')_rps:731.6;('/recommendations','GET')_p95:11638.8;('/recommendations','GET')_p99:11929.4;('/recommendations','GET')_avg:7776.9; ('/user','POST')_rps:10.7;('/user','POST')_p95:11637.4;('/user','POST')_p99:11928.9;('/user','POST')_avg:7785.9; ('/hotels','GET')_rps:1113.9;('/hotels','GET')_p95:11639.3;('/hotels','GET')_p99:11929.4;('/hotels','GET')_avg:7786.0; ('/reservation','POST')_rps:9.3;('/reservation','POST')_p95:11640.3;('/reservation','POST')_p99:11929.9;('/reservation','POST')_avg:7807.7
total_rps:880.2; ('/recommendations','GET')_rps:337.4;('/recommendations','GET')_p95:11638.3;('/recommendations','GET')_p99:11929.3;('/recommendations','GET')_avg:7753.8; ('/user','POST')_rps:3.9;('/user','POST')_p95:11637.1;('/user','POST')_p99:11928.8;('/user','POST')_avg:7765.2; ('/hotels','GET')_rps:534.5;('/hotels','GET')_p95:11638.9;('/hotels','GET')_p99:11929.3;('/hotels','GET')_avg:7762.2; ('/reservation','POST')_rps:4.5;('/reservation','POST')_p95:11640.0;('/reservation','POST')_p99:11929.9;('/reservation','POST')_avg:7784.0
total_rps:1276.2; ('/recommendations','GET')_rps:499.3;('/recommendations','GET')_p95:11637.7;('/recommendations','GET')_p99:11929.1;('/recommendations','GET')_avg:7728.0; ('/user','POST')_rps:6.4;('/user','POST')_p95:11636.7;('/user','POST')_p99:11928.7;('/user','POST')_avg:7737.4; ('/hotels','GET')_rps:764.1;('/hotels','GET')_p95:11638.2;('/hotels','GET')_p99:11929.1;('/hotels','GET')_avg:7736.6; ('/reservation','POST')_rps:6.3;('/reservation','POST')_p95:11639.3;('/reservation','POST')_p99:11929.8;('/reservation','POST')_avg:7758.2
total_rps:2027.7; ('/recommendations','GET')_rps:795.6;('/recommendations','GET')_p95:11636.8;('/recommendations','GET')_p99:11928.8;('/recommendations','GET')_avg:7722.9; ('/user','POST')_rps:10.3;('/user','POST')_p95:11636.0;('/user','POST')_p99:11928.2;('/user','POST')_avg:7732.3; ('/hotels','GET')_rps:1213.0;('/hotels','GET')_p95:11637.2;('/hotels','GET')_p99:11928.7;('/hotels','GET')_avg:7731.2; ('/reservation','POST')_rps:8.8;('/reservation','POST')_p95:11638.7;('/reservation','POST')_p99:11929.4;('/reservation','POST')_avg:7754.0
total_rps:1538.5; ('/recommendations','GET')_rps:603.2;('/recommendations','GET')_p95:11636.4;('/recommendations','GET')_p99:11928.5;('/recommendations','GET')_avg:7691.5; ('/user','POST')_rps:7.5;('/user','POST')_p95:11635.4;('/user','POST')_p99:11927.8;('/user','POST')_avg:7702.7; ('/hotels','GET')_rps:920.4;('/hotels','GET')_p95:11636.7;('/hotels','GET')_p99:11928.5;('/hotels','GET')_avg:7700.1; ('/reservation','POST')_rps:7.4;('/reservation','POST')_p95:11637.6;('/reservation','POST')_p99:11929.2;('/reservation','POST')_avg:7724.1
total_rps:745.5; ('/recommendations','GET')_rps:286.7;('/recommendations','GET')_p95:11636.2;('/recommendations','GET')_p99:11928.4;('/recommendations','GET')_avg:7672.7; ('/user','POST')_rps:3.7;('/user','POST')_p95:11634.9;('/user','POST')_p99:11927.6;('/user','POST')_avg:7683.9; ('/hotels','GET')_rps:451.3;('/hotels','GET')_p95:11636.5;('/hotels','GET')_p99:11928.4;('/hotels','GET')_avg:7680.9; ('/reservation','POST')_rps:3.8;('/reservation','POST')_p95:11636.9;('/reservation','POST')_p99:11929.0;('/reservation','POST')_avg:7704.1
total_rps:1448.9; ('/recommendations','GET')_rps:559.2;('/recommendations','GET')_p95:11635.7;('/recommendations','GET')_p99:11928.3;('/recommendations','GET')_avg:7651.6; ('/user','POST')_rps:7.0;('/user','POST')_p95:11634.4;('/user','POST')_p99:11927.5;('/user','POST')_avg:7661.7; ('/hotels','GET')_rps:874.9;('/hotels','GET')_p95:11636.0;('/hotels','GET')_p99:11928.1;('/hotels','GET')_avg:7659.5; ('/reservation','POST')_rps:7.8;('/reservation','POST')_p95:11636.1;('/reservation','POST')_p99:11928.8;('/reservation','POST')_avg:7681.2
total_rps:2021.3; ('/recommendations','GET')_rps:789.5;('/recommendations','GET')_p95:11634.8;('/recommendations','GET')_p99:11927.8;('/recommendations','GET')_avg:7647.4; ('/user','POST')_rps:9.6;('/user','POST')_p95:11634.0;('/user','POST')_p99:11927.4;('/user','POST')_avg:7657.3; ('/hotels','GET')_rps:1212.8;('/hotels','GET')_p95:11635.2;('/hotels','GET')_p99:11927.8;('/hotels','GET')_avg:7655.4; ('/reservation','POST')_rps:9.3;('/reservation','POST')_p95:11635.0;('/reservation','POST')_p99:11928.5;('/reservation','POST')_avg:7675.8
total_rps:1337.0; ('/recommendations','GET')_rps:523.5;('/recommendations','GET')_p95:11634.5;('/recommendations','GET')_p99:11927.6;('/recommendations','GET')_avg:7619.8; ('/user','POST')_rps:6.1;('/user','POST')_p95:11633.9;('/user','POST')_p99:11927.4;('/user','POST')_avg:7633.7; ('/hotels','GET')_rps:801.5;('/hotels','GET')_p95:11634.7;('/hotels','GET')_p99:11927.6;('/hotels','GET')_avg:7628.0; ('/reservation','POST')_rps:5.9;('/reservation','POST')_p95:11634.5;('/reservation','POST')_p99:11928.5;('/reservation','POST')_avg:7651.1
total_rps:935.5; ('/recommendations','GET')_rps:363.1;('/recommendations','GET')_p95:11634.3;('/recommendations','GET')_p99:11927.5;('/recommendations','GET')_avg:7597.0; ('/user','POST')_rps:4.7;('/user','POST')_p95:11633.7;('/user','POST')_p99:11927.3;('/user','POST')_avg:7611.1; ('/hotels','GET')_rps:562.2;('/hotels','GET')_p95:11634.5;('/hotels','GET')_p99:11927.4;('/hotels','GET')_avg:7605.1; ('/reservation','POST')_rps:5.5;('/reservation','POST')_p95:11634.2;('/reservation','POST')_p99:11928.4;('/reservation','POST')_avg:7623.8
total_rps:1999.9; ('/recommendations','GET')_rps:777.3;('/recommendations','GET')_p95:11633.7;('/recommendations','GET')_p99:11927.2;('/recommendations','GET')_avg:7574.7; ('/user','POST')_rps:10.3;('/user','POST')_p95:11632.7;('/user','POST')_p99:11927.1;('/user','POST')_avg:7587.6; ('/hotels','GET')_rps:1201.1;('/hotels','GET')_p95:11634.0;('/hotels','GET')_p99:11927.2;('/hotels','GET')_avg:7582.6; ('/reservation','POST')_rps:11.2;('/reservation','POST')_p95:11633.4;('/reservation','POST')_p99:11928.3;('/reservation','POST')_avg:7598.1
total_rps:1762.2; ('/recommendations','GET')_rps:689.5;('/recommendations','GET')_p95:11633.2;('/recommendations','GET')_p99:11927.0;('/recommendations','GET')_avg:7545.8; ('/user','POST')_rps:8.7;('/user','POST')_p95:11632.1;('/user','POST')_p99:11926.9;('/user','POST')_avg:7559.1; ('/hotels','GET')_rps:1056.0;('/hotels','GET')_p95:11633.4;('/hotels','GET')_p99:11927.0;('/hotels','GET')_avg:7553.9; ('/reservation','POST')_rps:8.1;('/reservation','POST')_p95:11632.9;('/reservation','POST')_p99:11928.0;('/reservation','POST')_avg:7570.2
total_rps:884.3; ('/recommendations','GET')_rps:345.1;('/recommendations','GET')_p95:11633.0;('/recommendations','GET')_p99:11926.9;('/recommendations','GET')_avg:7524.3; ('/user','POST')_rps:4.9;('/user','POST')_p95:11631.5;('/user','POST')_p99:11926.4;('/user','POST')_avg:7534.9; ('/hotels','GET')_rps:529.1;('/hotels','GET')_p95:11633.2;('/hotels','GET')_p99:11926.9;('/hotels','GET')_avg:7532.5; ('/reservation','POST')_rps:5.2;('/reservation','POST')_p95:11632.6;('/reservation','POST')_p99:11927.9;('/reservation','POST')_avg:7544.6
total_rps:1068.3; ('/recommendations','GET')_rps:415.6;('/recommendations','GET')_p95:11632.6;('/recommendations','GET')_p99:11926.8;('/recommendations','GET')_avg:7502.5; ('/user','POST')_rps:4.9;('/user','POST')_p95:11631.3;('/user','POST')_p99:11926.1;('/user','POST')_avg:7515.3; ('/hotels','GET')_rps:642.3;('/hotels','GET')_p95:11632.8;('/hotels','GET')_p99:11926.8;('/hotels','GET')_avg:7510.6; ('/reservation','POST')_rps:5.5;('/reservation','POST')_p95:11632.0;('/reservation','POST')_p99:11927.7;('/reservation','POST')_avg:7522.0
total_rps:2007.0; ('/recommendations','GET')_rps:791.7;('/recommendations','GET')_p95:11632.0;('/recommendations','GET')_p99:11926.5;('/recommendations','GET')_avg:7491.6; ('/user','POST')_rps:9.6;('/user','POST')_p95:11630.8;('/user','POST')_p99:11926.0;('/user','POST')_avg:7504.6; ('/hotels','GET')_rps:1196.3;('/hotels','GET')_p95:11632.2;('/hotels','GET')_p99:11926.4;('/hotels','GET')_avg:7499.7; ('/reservation','POST')_rps:9.3;('/reservation','POST')_p95:11631.6;('/reservation','POST')_p99:11927.2;('/reservation','POST')_avg:7512.3
total_rps:1630.3; ('/recommendations','GET')_rps:639.9;('/recommendations','GET')_p95:11631.6;('/recommendations','GET')_p99:11926.1;('/recommendations','GET')_avg:7462.8; ('/user','POST')_rps:7.5;('/user','POST')_p95:11630.6;('/user','POST')_p99:11925.9;('/user','POST')_avg:7479.7; ('/hotels','GET')_rps:974.8;('/hotels','GET')_p95:11631.8;('/hotels','GET')_p99:11926.1;('/hotels','GET')_avg:7471.5; ('/reservation','POST')_rps:8.1;('/reservation','POST')_p95:11631.2;('/reservation','POST')_p99:11927.1;('/reservation','POST')_avg:7485.1
total_rps:809.3; ('/recommendations','GET')_rps:309.3;('/recommendations','GET')_p95:11631.3;('/recommendations','GET')_p99:11926.0;('/recommendations','GET')_avg:7444.2; ('/user','POST')_rps:3.5;('/user','POST')_p95:11630.2;('/user','POST')_p99:11925.9;('/user','POST')_avg:7463.0; ('/hotels','GET')_rps:491.6;('/hotels','GET')_p95:11631.6;('/hotels','GET')_p99:11925.9;('/hotels','GET')_avg:7452.2; ('/reservation','POST')_rps:4.9;('/reservation','POST')_p95:11631.1;('/reservation','POST')_p99:11926.6;('/reservation','POST')_avg:7461.5
total_rps:1237.3; ('/recommendations','GET')_rps:483.5;('/recommendations','GET')_p95:11630.9;('/recommendations','GET')_p99:11925.6;('/recommendations','GET')_avg:7424.7; ('/user','POST')_rps:5.9;('/user','POST')_p95:11629.9;('/user','POST')_p99:11925.6;('/user','POST')_avg:7444.8; ('/hotels','GET')_rps:740.4;('/hotels','GET')_p95:11631.2;('/hotels','GET')_p99:11925.6;('/hotels','GET')_avg:7432.8; ('/reservation','POST')_rps:7.5;('/reservation','POST')_p95:11630.4;('/reservation','POST')_p99:11926.2;('/reservation','POST')_avg:7437.0
total_rps:1978.1; ('/recommendations','GET')_rps:785.7;('/recommendations','GET')_p95:11630.1;('/recommendations','GET')_p99:11925.2;('/recommendations','GET')_avg:7421.7; ('/user','POST')_rps:9.3;('/user','POST')_p95:11629.3;('/user','POST')_p99:11925.2;('/user','POST')_avg:7441.6; ('/hotels','GET')_rps:1173.4;('/hotels','GET')_p95:11630.5;('/hotels','GET')_p99:11925.2;('/hotels','GET')_avg:7430.0; ('/reservation','POST')_rps:9.7;('/reservation','POST')_p95:11629.7;('/reservation','POST')_p99:11926.0;('/reservation','POST')_avg:7435.5
